"CÃ“DIGO";"PRODUCTO";"CATEGORÃA";"Unidad de medida";"Cantidad x pres.";"Peso X presentaciÃ³n";"MINORISTA                   Precio x presentaciÃ³n";"MAYORISTA                   Precio x presentaciÃ³n";"DISTRIBUIDOR                   Precio x presentaciÃ³n"
"DMFO5";"Maiz frito - ORIGINAL x 5 Kg.";"DESHIDRATADOS";"KG";5;5;" $55.312,50 ";" $46.093,75 ";" $36.875,00 "
"DMFB1";"Maiz frito - BARBACOA x 1 Kg.";"DESHIDRATADOS";"KG";1;1;" $-   ";" $-   ";" $-   "
"DMFB5";"Maiz frito - BARBACOA x 5 Kg.";"DESHIDRATADOS";"KG";5;5;" $-   ";" $-   ";" $-   "
"DMFMM1";"Maiz frito - MOSTAZA Y MIEL x 1 Kg.";"DESHIDRATADOS";"KG";1;1;" $-   ";" $-   ";" $-   "
"DMFMM5";"Maiz frito - MOSTAZA Y MIEL x 5 Kg.";"DESHIDRATADOS";"KG";5;5;" $-   ";" $-   ";" $-   "
"DPJ1";"Pasas Jumbo x 1 Kg.";"DESHIDRATADOS";"KG";1;1;" $4.336,50 ";" $3.613,75 ";" $2.891,00 "
"DPJ10";"Pasas Jumbo Caja x 10 Kg.";"DESHIDRATADOS";"CAJA";10;10;" $41.527,50 ";" $34.606,25 ";" $27.685,00 "
"DPF1";"Pasas Flame x 1 Kg.";"DESHIDRATADOS";"KG";1;1;" $3.168,30 ";" $2.640,25 ";" $2.112,20 "
"DPF10";"Pasas Flame Caja x 10 Kg.";"DESHIDRATADOS";"CAJA";10;10;" $30.340,50 ";" $25.283,75 ";" $20.227,00 "
"DPR1";"Pasas rubias sin semillas x 1 Kg.";"DESHIDRATADOS";"KG";1;1;" $8.938,50 ";" $7.448,75 ";" $5.959,00 "
"DPR10";"Pasas rubias sin semillas x 10 Kg.";"DESHIDRATADOS";"CAJA";10;10;" $85.597,50 ";" $71.331,25 ";" $57.065,00 "
"DPRE1";"Pasas rubias economicas x 1 Kg.";"DESHIDRATADOS";"KG";1;1;" $-   ";" $-   ";" $-   "
"DPRE10";"Pasas rubias economicas x 10 Kg.";"DESHIDRATADOS";"CAJA";10;10;" $-   ";" $-   ";" $-   "
"DPD1";"Pera disecada x 1 Kg.";"DESHIDRATADOS";"KG";1;1;" $10.764,00 ";" $8.970,00 ";" $7.176,00 "
"DPD5";"Pera disecada x Caja de 5 Kg.";"DESHIDRATADOS";"CAJA";5;5;" $51.577,50 ";" $42.981,25 ";" $34.385,00 "
"DTD1";"Tomate deshidratado x 1 Kg.";"DESHIDRATADOS";"KG";1;1;" $14.868,00 ";" $12.390,00 ";" $9.912,00 "
"DTD5";"Tomate deshidratado x 5 Kg.";"DESHIDRATADOS";"CAJA";5;5;" $71.190,00 ";" $59.325,00 ";" $47.460,00 "
"FSAN1";"Almendra nompareil x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $18.112,50 ";" $15.093,75 ";" $12.075,00 "
"FSAN10";"Almendra nompareil x 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $176.400,00 ";" $147.000,00 ";" $117.600,00 "
"FSAR1";"Almendra ramillada x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $14.040,00 ";" $11.700,00 ";" $9.360,00 "
"FSAR10";"Almendra ramillada x 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $135.600,00 ";" $113.000,00 ";" $90.400,00 "
"FSAE1";"Almendra econÃ³mica x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $14.566,50 ";" $12.138,75 ";" $9.711,00 "
"FSAE10";"Almendra econÃ³mica x 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $140.685,00 ";" $117.237,50 ";" $93.790,00 "
"FSAM1";"Avellana - Mediana x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $-   ";" $-   ";" $-   "
"FSAM10";"Avellana - Mediana x 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $-   ";" $-   ";" $-   "
"FSAG1";"Avellana - Grande x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $23.787,75 ";" $19.823,13 ";" $15.858,50 "
"FSAG10";"Avellana - Grande x 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $231.672,00 ";" $193.060,00 ";" $154.448,00 "
"FSCNV1";"CastaÃ±a de caju VIETNAM - NATURAL x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $12.937,50 ";" $10.781,25 ";" $8.625,00 "
"FSCNV22";"CastaÃ±a de caju VIETNAM- NATURAL x Caja x 20 Kg.";"FRUTOS SECOS";"CAJA";20;20;" $252.000,00 ";" $210.000,00 ";" $168.000,00 "
"FSCN1";"CastaÃ±a de caju - NATURAL x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $15.007,50 ";" $12.506,25 ";" $10.005,00 "
"FSCN22";"CastaÃ±a de caju - NATURAL x Caja de 22,68 Kg.";"FRUTOS SECOS";"CAJA";22,68;22,68;" $331.490,88 ";" $276.242,40 ";" $220.993,92 "
"FSCT1";"CastaÃ±a de caju -TOSTADA x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $15.870,00 ";" $13.225,00 ";" $10.580,00 "
"FSCT22";"CastaÃ±a de caju -TOSTADA x Caja de 22,68 Kg.";"FRUTOS SECOS";"CAJA";22,68;22,68;" $350.542,08 ";" $292.118,40 ";" $233.694,72 "
"FSCTS1";"CastaÃ±a de caju -SALADA x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $16.042,50 ";" $13.368,75 ";" $10.695,00 "
"FSTS22";"CastaÃ±a de caju -SALADA x Caja de 22,68 Kg.";"FRUTOS SECOS";"CAJA";22,68;22,68;" $354.352,32 ";" $295.293,60 ";" $236.234,88 "
"FSCPP1";"CastaÃ±a de parÃ¡ entera x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $20.178,00 ";" $16.815,00 ";" $13.452,00 "
"FSCPP20";"CastaÃ±a de parÃ¡ entera x 20 Kg.";"FRUTOS SECOS";"CAJA";20;20;" $386.460,00 ";" $322.050,00 ";" $257.640,00 "
"FSMC1";"Mani con cÃ¡scara x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $4.218,75 ";" $3.515,63 ";" $2.812,50 "
"FSMC5";"Mani con cÃ¡scara x 5 Kg.";"FRUTOS SECOS";"BOLSÃ“N";5;5;" $19.743,75 ";" $16.453,13 ";" $13.162,50 "
"FSMTS1";"Mani tostado - SALADO x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $3.870,00 ";" $3.225,00 ";" $2.580,00 "
"FSMTS25";"Mani tostado - SALADO x 25 Kg.";"FRUTOS SECOS";"BOLSÃ“N";25;25;" $92.718,75 ";" $77.265,63 ";" $61.812,50 "
"FSMT1";"Mani tostado - SIN SAL x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $3.870,00 ";" $3.225,00 ";" $2.580,00 "
"FSMT25";"Mani tostado - SIN SAL x 25 Kg.";"FRUTOS SECOS";"BOLSÃ“N";25;25;" $92.718,75 ";" $77.265,63 ";" $61.812,50 "
"FSNC1";"Nuez con cÃ¡scara x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $5.400,00 ";" $4.500,00 ";" $3.600,00 "
"FSNC10";"Nuez con cÃ¡scara x 10 Kg.";"FRUTOS SECOS";"BOLSÃ“N";10;10;" $51.750,00 ";" $43.125,00 ";" $34.500,00 "
"FSNE1";"Nuez mariposa extra light x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $10.620,00 ";" $8.850,00 ";" $7.080,00 "
"FSNE10";"Nuez mariposa extra light x 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $101.700,00 ";" $84.750,00 ";" $67.800,00 "
"FSNL1";"Nuez mariposa light x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $10.266,00 ";" $8.555,00 ";" $6.844,00 "
"FSNL10";"Nuez mariposa light x 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $98.310,00 ";" $81.925,00 ";" $65.540,00 "
"FSNEC1";"Nuez cuartos extra light x 1 Kg";"FRUTOS SECOS";"KG";1;1;" $10.266,00 ";" $8.555,00 ";" $6.844,00 "
"FSNEC10";"Nuez cuartos extra ligth x 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $98.310,00 ";" $81.925,00 ";" $65.540,00 "
"FSNP1";"Nuez pecan x 1 kg.";"FRUTOS SECOS";"KG";1;1;" $-   ";" $-   ";" $-   "
"FSNP10";"Nuez pecan x 10 kg.";"FRUTOS SECOS";"CAJA";10;10;" $-   ";" $-   ";" $-   "
"FSPTS1";"Pistacho tostado y salado x 1 Kg.";"FRUTOS SECOS";"KG";1;1;" $24.043,50 ";" $20.036,25 ";" $16.029,00 "
"FSPTS10";"Pistacho tostado y salado x Caja de 10 Kg.";"FRUTOS SECOS";"CAJA";10;10;" $230.160,00 ";" $191.800,00 ";" $153.440,00 "
"MMC1";"Mix clÃ¡sico x 1 Kg. (pasa rubias y negras, caju, nuez, almendra)";"MIXES";"KG";1;1;" $9.518,55 ";" $7.932,13 ";" $6.345,70 "
"MMC10";"Mix clÃ¡sico x 10 kg.(pasa rubias y negras, caju, nuez, almendra)";"MIXES";"PACK";10;10;" $91.874,70 ";" $76.562,25 ";" $61.249,80 "
"MMCM1";"Mix clÃ¡sico (c/ mani) x 1 Kg.(pasa rubias y negras, caju, nuez, almendra,mani)";"MIXES";"KG";1;1;" $8.550,25 ";" $7.125,21 ";" $5.700,17 "
"MMCM12";"Mix clÃ¡sico (c/ mani) x 12 kg.(pasa rubias y negras, caju, nuez, almendra,mani)";"MIXES";"PACK";12;12;" $99.034,20 ";" $82.528,50 ";" $66.022,80 "
"MMS1";"Mix seco x 1 Kg.(avellanas, nuez, caju, almendra)";"MIXES";"KG";1;1;" $14.038,91 ";" $11.699,09 ";" $9.359,28 "
"MMS10";"Mix seco x 10 kg.(avellanas, nuez, caju,almendra)";"MIXES";"PACK";10;10;" $135.506,03 ";" $112.921,69 ";" $90.337,35 "
"MMSM1";"Mix seco (c/ mani) x 1 Kg.(avellanas, nuez, caju,almendra,mani)";"MIXES";"KG";1;1;" $12.317,22 ";" $10.264,35 ";" $8.211,48 "
"MMSM12";"Mix seco (c/ mani) x 12kg.(avellanas, nuez, caju, almendra,mani)";"MIXES";"PACK";12;12;" $142.665,53 ";" $118.887,94 ";" $95.110,35 "
"MMT1";"Mix tropical x 1 Kg.(pasa rubias y negras, caju, nuez, almendra, bananita)";"MIXES";"KG";1;1;" $8.090,25 ";" $6.741,88 ";" $5.393,50 "
"MMT12";"Mix tropical x 12kg.(pasa rubias y negras, caju, nuez, almendra, bananita)";"MIXES";"PACK";12;12;" $93.706,20 ";" $78.088,50 ";" $62.470,80 "
"MMG1";"Mix Grace x 1 Kg.(pasa rubias y negras, caju, nuez, almendra,mani,girasol)";"MIXES";"KG";1;1;" $-   ";" $-   ";" $-   "
"MMG10";"Mix Grace x 10kg.(pasa rubias y negras, caju, nuez, almendra,mani,girasol)";"MIXES";"PACK";10;10;" $-   ";" $-   ";" $-   "
"MMEC1";"Mix economico x 6 Kg.(mani,pasas rubias y negras, caju, nuez, almendra)";"MIXES";"KG";6;1;" $34.060,13 ";" $28.383,44 ";" $22.706,75 "
"MMEC12";"Mix economico x 12 Kg.(mani,pasas rubias y negras, caju, nuez, almendra)";"MIXES";"PACK";12;12;" $65.750,85 ";" $54.792,38 ";" $43.833,90 "
"MMECC1";"Mix CARLA x 5 Kg.(mani, pasas rubias y negras, nuez, almendra)";"MIXES";"KG";5;1;" $29.275,80 ";" $24.396,50 ";" $19.517,20 "
"MMECC10";"Mix CARLA x 10 Kg.(mani, pasas rubias y negras, nuez, almendra)";"MIXES";"PACK";10;10;" $57.063,00 ";" $47.552,50 ";" $38.042,00 "
"MMST5";"Mix de Semillas x 5 Kg. (Sesamo, girasol, lino marron)";"MIXES";"KG";5;5;" $15.750,00 ";" $13.125,00 ";" $10.500,00 "
"AACS32501";"Aceite de coco  ""SITARAM"" X 250 cc.";"ACEITES";"UNIDAD";1;0,25;" $5.717,25 ";" $4.764,38 ";" $3.811,50 "
"AACS25012";"Aceite de coco  ""SITARAM"" X 250 cc. Pack x 20";"ACEITES";"PACK";20;5;" $109.620,00 ";" $91.350,00 ";" $73.080,00 "
"AACS3601";"Aceite de coco  ""SITARAM"" X 360 cc.";"ACEITES";"UNIDAD";1;0,36;" $7.024,05 ";" $5.853,38 ";" $4.682,70 "
"AACS36012";"Aceite de coco  ""SITARAM"" X 360 cc. Pack x 20";"ACEITES";"PACK";20;7,2;" $134.676,00 ";" $112.230,00 ";" $89.784,00 "
"AACS6601";"Aceite de coco  ""SITARAM"" X 660 cc.";"ACEITES";"UNIDAD";1;0,66;" $11.035,20 ";" $9.196,00 ";" $7.356,80 "
"AACS66012";"Aceite de coco virgen ""SITARAM"" X 660 cc. Pack x 12";"ACEITES";"PACK";12;7,92;" $126.950,40 ";" $105.792,00 ";" $84.633,60 "
"AACV2501";"Aceite de coco ""VALLE ORGÃNICO"" x Bot. 250 Cc.";"ACEITES";"UNIDAD";1;0,25;" $5.099,10 ";" $4.249,25 ";" $3.399,40 "
"AACV250P";"Aceite de coco ""VALLE ORGÃNICO"" x Bot. 250 Cc. PACK x 20u.";"ACEITES";"PACK";20;20;" $97.548,00 ";" $81.290,00 ";" $65.032,00 "
"AACV3601";"Aceite de coco ""VALLE ORGÃNICO"" x Frasco 360 Cc.";"ACEITES";"UNIDAD";1;0,36;" $7.069,43 ";" $5.891,19 ";" $4.712,95 "
"AACV360P";"Aceite de coco ""VALLE ORGÃNICO"" x Frasco 360 Cc. PACK x 20 u.";"ACEITES";"PACK";20;20;" $135.546,00 ";" $112.955,00 ";" $90.364,00 "
"AAOSNP11";"Aceite de Oliva ""SAN NICOLAS"" x Pet 250 Cc.";"ACEITES";"UNIDAD";1;0,25;" $8.178,12 ";" $6.815,10 ";" $5.452,08 "
"AAOSNP12";"Aceite de Oliva ""SAN NICOLAS"" x Pet 250 Cc. Pack x 20u.";"ACEITES";"PACK";20;20;" $156.572,56 ";" $130.477,13 ";" $104.381,71 "
"AAOSNP21";"Aceite de Oliva ""SAN NICOLAS"" x Pet 500 Cc.";"ACEITES";"UNIDAD";1;0,5;" $14.886,13 ";" $12.405,11 ";" $9.924,09 "
"AAOSNP22";"Aceite de Oliva ""SAN NICOLAS"" x Pet 500 Cc. Pack x 20 u.";"ACEITES";"PACK";20;20;" $284.999,43 ";" $237.499,52 ";" $189.999,62 "
"AAOSNP31";"Aceite de Oliva ""SAN NICOLAS"" x Pet 1 Lt.";"ACEITES";"UNIDAD";1;1;" $27.138,36 ";" $22.615,30 ";" $18.092,24 "
"AAOSNP32";"Aceite de Oliva ""SAN NICOLAS"" x Pet 1 Lt. Pack x 12u.";"ACEITES";"PACK";12;12;" $311.743,21 ";" $259.786,01 ";" $207.828,81 "
"AAOSNP41";"Aceite de Oliva ""SAN NICOLAS"" x Pet 2 Lts.";"ACEITES";"UNIDAD";1;2;" $51.987,54 ";" $43.322,95 ";" $34.658,36 "
"AAOSNP42";"Aceite de Oliva ""SAN NICOLS"" x Pet 2 Lts. Pack x 6u";"ACEITES";"PACK";6;12;" $298.595,08 ";" $248.829,24 ";" $199.063,39 "
"AAOSNP51";"Aceite OLIVA ""SAN NICOLAS"" x Pet 5 Lts.";"ACEITES";"UNIDAD";1;5;" $-   ";" $-   ";" $-   "
"AAOSNP52";"Aceite OLIVA ""SAN NICOLAS"" x Pet 5 Lts. CAJA x 2 U.";"ACEITES";"PACK";2;10;" $-   ";" $-   ";" $-   "
"AAOSNV11";"Aceite de Oliva ""SAN NICOLAS"" x Vidrio 250 Cc.";"ACEITES";"UNIDAD";1;0,25;" $9.273,14 ";" $7.727,61 ";" $6.182,09 "
"AAOSNV12";"Aceite de Oliva ""SAN NICOLAS"" x Vidrio 250 Cc. Pack x 20 u.";"ACEITES";"PACK";20;5;" $174.553,14 ";" $145.460,95 ";" $116.368,76 "
"AAOSNV21";"Aceite de Oliva ""SAN NICOLAS"" x Vidrio 500 Cc.";"ACEITES";"UNIDAD";1;0,5;" $15.534,85 ";" $12.945,71 ";" $10.356,57 "
"AAOSNV22";"Aceite de Oliva ""SAN NICOLÃS"" x Vidrio 500 Cc. Pack x 20 u.";"ACEITES";"PACK";20;10;" $297.419,44 ";" $247.849,54 ";" $198.279,63 "
"AAOSNV31";"Aceite de Oliva ""SAN NICOLÃS"" x Vidrio 1 Lt.";"ACEITES";"UNIDAD";1;1;" $31.069,67 ";" $25.891,39 ";" $20.713,11 "
"AAOSNV32";"Aceite de Oliva ""SAN NICOLAS"" x Vidrio 1 Lt. Pack x 12 u.";"ACEITES";"PACK";12;12;" $356.902,83 ";" $297.419,03 ";" $237.935,22 "
"AGALCC11";"Aceite GIRASOL  ""CAMPO CLARO"" Vidrio x 500 Cc.";"ACEITES";"UNIDAD";1;0,5;" $3.350,58 ";" $2.792,15 ";" $2.233,72 "
"AGALCC12";"Aceite GIRASOL  ""CAMPO CLARO"" Vidrio x 500 Cc. Caja x 10u.";"ACEITES";"PACK";10;5;" $32.165,55 ";" $26.804,63 ";" $21.443,70 "
"AGALCC21";"Aceite GIRASOL  ""CAMPO CLARO"" Vidrio x 1 Lt.";"ACEITES";"UNIDAD";1;1;" $-   ";" $-   ";" $-   "
"AGALCC22";"Aceite GIRASOL  ""CAMPO CLARO"" Vidrio x 1 Lt. Caja x 6 u.";"ACEITES";"PACK";6;6;" $-   ";" $-   ";" $-   "
"ALCC11";"Aceite LINO "" CAMPO CLARO"" x 250 Cc.";"ACEITES";"UNIDAD";1;0,25;" $-   ";" $-   ";" $-   "
"ALCC12";"Aceite LINO "" CAMPO CLARO"" x 250 Cc. Caja x 10";"ACEITES";"CAJA";10;2,5;" $-   ";" $-   ";" $-   "
"CVEAA1";"Veggianito ""ESENIA"" - Albahaca y Ajo";"CONSERVAS";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   "
"CVEAC1";"Veggianito ""ESENIA"" - Ajo y Cebolla";"CONSERVAS";"UNIDAD";1;0,21;" $1.381,55 ";" $1.151,29 ";" $921,03 "
"CVEAN1";"Veggianito ""ESENIA"" - Algas Nori";"CONSERVAS";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   "
"CVECU1";"Veggianito ""ESENIA"" - CÃºrcuma";"CONSERVAS";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   "
"CVEPC1";"Veggianito ""ESENIA"" - Pimienta de Cayena";"CONSERVAS";"UNIDAD";1;0,21;" $-   ";" $-   ";" $-   "
"CVESU5";"Veggianito ""ESENIA""  SURTIDO x 5";"CONSERVAS";"PACK";5;1;" $-   ";" $-   ";" $-   "
"CMCC11";"Miel organica ""CAMPO CLARO"" x 500 gr.";"CONSERVAS";"UNIDAD";1;0,5;" $-   ";" $-   ";" $-   "
"CMCC12";"Miel organica ""CAMPO CLARO"" x 500 gr. Caja x 10 U.";"CONSERVAS";"CAJA";10;5;" $-   ";" $-   ";" $-   "
"CMSN11";"Miel ""SAN NICOLAS"" OrgÃ¡nica x 500 ml.";"CONSERVAS";"UNIDAD";1;0,5;" $6.838,70 ";" $5.698,92 ";" $4.559,13 "
